Latitude,Longitude,AnthromeKey,Cokey,Slope,SlopeLength,PercentOfMapUnit,MapUnitName
45.478430643,-120.729574974,13,17389235,4,350,85,"Walla Walla silt loam, 1 to 7 percent slopes"
